customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
ZO14864,Washington,No,Extended,Postgraduate,Employed,F,Urban,Divorced,Personal Auto,3,2,Agent,Two-Door Car,Midsize
KP65334,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Midsize
OH15677,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Luxury,Midsize
HB53755,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Luxury,Midsize
UF77079,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
TD20252,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
TH68362,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Midsize
JC45487,Washington,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
PU95227,Washington,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,4,Agent,Four-Door Car,Midsize
CV72453,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,SUV,Small
OY92520,California,No,Extended,Undergraduate,Other,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Midsize
UY95530,California,Yes,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Luxury,Midsize
FB84235,Oregon,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Midsize
MJ14480,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
KW81128,Arizona,No,Extended,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,Luxury,Midsize
DQ98402,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Large
WN53966,California,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,4,Call Center,Four-Door Car,Midsize
LM34525,Washington,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,3,Branch,Four-Door Car,Midsize
GF97874,Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,4,Call Center,Four-Door Car,Midsize
WV79842,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Luxury,Midsize
DF40318,Oregon,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Two-Door Car,Small
TN90661,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Midsize
ZU88029,Oregon,No,Basic,Postgraduate,Other,F,Suburban,Single,Personal Auto,3,3,Branch,Luxury,Large
TQ88221,California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Four-Door Car,Midsize
KH34667,Nevada,No,Extended,Undergraduate,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Four-Door Car,Midsize
HW54198,Nevada,No,Basic,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
GZ79662,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Small
YA11342,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
ZW18871,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Small
QZ17137,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,2,3,Call Center,Two-Door Car,Midsize
UV53712,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
SJ43436,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,1,2,Agent,Two-Door Car,Midsize
VW46878,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
TW91179,Oregon,Yes,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Midsize
LG19551,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,1,Call Center,Four-Door Car,Midsize
QK18099,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,3,Web,Four-Door Car,Large
WN14473,Arizona,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
WH62198,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Small
SP85148,California,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,1,Web,Luxury,Small
FB49203,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
FF94341,Nevada,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Special Auto,3,1,Branch,Four-Door Car,Midsize
TS42594,California,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
IL43607,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,3,Branch,Four-Door Car,Midsize
FL85008,Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Small
AN47199,Nevada,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Large
SV28347,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,3,2,Branch,SUV,Midsize
IC78105,Arizona,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,1,1,Branch,Luxury,Midsize
RB28630,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
KA32645,Nevada,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Midsize
QD73891,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,4,Web,Four-Door Car,Small
LM58949,Oregon,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
YG40323,Arizona,No,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,1,Web,Four-Door Car,Midsize
EP82214,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,2,2,Branch,Four-Door Car,Midsize
EO91797,Nevada,No,Extended,Postgraduate,Employed,F,Urban,Married,Corporate Auto,3,3,Agent,SUV,Midsize
RU50098,Arizona,Yes,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,3,2,Web,Four-Door Car,Midsize
QW10541,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
SB50826,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,2,Agent,Two-Door Car,Midsize
XX29952,Arizona,No,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
AT93647,California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Midsize
QP56563,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
TN76120,Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
TY43440,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Midsize
WO59883,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,2,Agent,Two-Door Car,Midsize
MM45334,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
KH93988,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Web,Two-Door Car,Midsize
RY38931,Arizona,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
CV48634,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,4,Call Center,SUV,Midsize
IH48064,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,SUV,Midsize
ZS96174,Oregon,No,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Midsize
MI62456,Arizona,Yes,Extended,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
DD44177,California,Yes,Basic,Postgraduate,Other,F,Suburban,Divorced,Personal Auto,3,2,Branch,Two-Door Car,Midsize
NX31380,Arizona,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,1,Branch,Four-Door Car,Midsize
KQ43374,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,SUV,Midsize
XA54112,California,No,Basic,Undergraduate,Other,M,Suburban,Single,Corporate Auto,3,1,Call Center,SUV,Midsize
QB14087,California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
FV42881,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,1,1,Call Center,Two-Door Car,Midsize
AV76907,Oregon,Yes,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Agent,SUV,Midsize
VM85555,California,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,2,3,Branch,Four-Door Car,Midsize
ZU88113,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,1,Agent,Two-Door Car,Midsize
SZ75668,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
MZ65087,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,3,4,Web,Four-Door Car,Small
EL61402,Arizona,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Large
CJ31839,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Special Auto,2,2,Web,Four-Door Car,Small
XM11175,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,1,Web,Four-Door Car,Small
LF41085,Arizona,No,Basic,Undergraduate,Other,F,Rural,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Midsize
MB19556,California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,SUV,Midsize
HC74532,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,4,Agent,Four-Door Car,Midsize
SB66770,Arizona,Yes,Premium,Postgraduate,Employed,M,Rural,Married,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
JI25066,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,3,Web,Two-Door Car,Large
PY98958,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Special Auto,1,1,Call Center,SUV,Midsize
RA65645,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,2,2,Agent,Luxury,Midsize
FQ79356,California,No,Basic,Undergraduate,Other,F,Urban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Midsize
TM25808,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Midsize
XO46388,California,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
LB81265,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,2,3,Call Center,Four-Door Car,Midsize
JR38787,Nevada,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,1,2,Branch,SUV,Small
KZ22690,California,No,Extended,Undergraduate,Employed,F,Rural,Single,Personal Auto,3,4,Web,Four-Door Car,Midsize
NY49598,California,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Small
KY39767,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
YU35386,Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Midsize
TF82172,Arizona,No,Basic,Undergraduate,Other,M,Rural,Married,Corporate Auto,1,2,Web,SUV,Midsize
ER40041,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Luxury,Midsize
MS39869,Nevada,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
PV77906,Arizona,No,Basic,Undergraduate,Other,M,Suburban,Married,Corporate Auto,2,1,Web,Two-Door Car,Midsize
QF21045,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Two-Door Car,Midsize
HF65914,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Midsize
AJ58038,California,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,1,2,Call Center,Four-Door Car,Large
ZR88383,Nevada,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
OT49339,Oregon,No,Basic,Undergraduate,Other,M,Urban,Married,Corporate Auto,3,2,Call Center,SUV,Midsize
FI74985,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Web,Four-Door Car,Midsize
JW15301,Arizona,No,Basic,High School or Below,Other,M,Suburban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Midsize
PY20159,Nevada,No,Extended,Undergraduate,Employed,M,Rural,Single,Corporate Auto,1,3,Web,Luxury,Small
NC42524,California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Special Auto,3,4,Web,Four-Door Car,Small
ZG19911,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,4,Web,Two-Door Car,Midsize
DI89983,California,No,Basic,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,3,3,Branch,Four-Door Car,Midsize
IG56214,Nevada,No,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
LC59148,Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,1,Branch,SUV,Midsize
UO95739,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,3,1,Web,SUV,Midsize
SB64873,Oregon,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Midsize
TE82896,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Midsize
VY64199,Oregon,No,Basic,Undergraduate,Other,F,Urban,Married,Corporate Auto,1,1,Branch,Four-Door Car,Midsize
IE82679,California,Yes,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
SL70257,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Small
XJ85947,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,3,4,Web,Four-Door Car,Large
EF84269,California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Web,SUV,Midsize
NY91328,California,No,Extended,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Large
AT49447,California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
BM70908,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Midsize
GM63998,Oregon,No,Premium,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,Luxury,Midsize
AR61426,California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,4,Branch,Two-Door Car,Midsize
CB62406,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Midsize
WH82416,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large
UI53874,Arizona,No,Basic,Postgraduate,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
LM44949,Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Special Auto,2,1,Agent,Four-Door Car,Midsize
JR59597,California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,3,Call Center,Two-Door Car,Small
ZS22428,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
AZ34845,California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Luxury,Midsize
FL67726,Washington,Yes,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,3,1,Branch,SUV,Midsize
QU20310,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,3,Call Center,Four-Door Car,Small
NQ42020,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Luxury,Midsize
ZF40143,Nevada,No,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Midsize
GU65780,California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small
KY32675,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Special Auto,3,2,Branch,Two-Door Car,Small
ZX35838,Oregon,No,Premium,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
LU42720,Nevada,No,Extended,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,2,3,Call Center,SUV,Midsize
FB25242,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Midsize
RW51650,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
XX94684,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Luxury,Small
AH99727,Arizona,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
NZ85858,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
JU19953,California,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,3,Branch,Two-Door Car,Midsize
LC33025,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Luxury,Midsize
BV86143,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Midsize
AY88788,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Luxury,Midsize
OJ33945,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,1,3,Agent,Two-Door Car,Midsize
LO84523,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,2,Web,Luxury,Midsize
GJ43254,Washington,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Midsize
AR96516,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,2,Web,Two-Door Car,Midsize
WH11924,Washington,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,4,Web,Two-Door Car,Large
DL26809,Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small
MV69686,Oregon,No,Extended,Postgraduate,Employed,F,Urban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Large
SC95565,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,4,Branch,Two-Door Car,Midsize
RL31641,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,3,Web,Two-Door Car,Midsize
OH83248,California,No,Premium,Postgraduate,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Midsize
DB28979,California,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,3,Agent,Two-Door Car,Midsize
ZS32263,California,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Midsize
IY59173,Oregon,No,Extended,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,SUV,Midsize
KL17620,California,No,Basic,Undergraduate,Other,F,Suburban,Single,Corporate Auto,1,4,Web,Four-Door Car,Midsize
CP28581,Arizona,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,1,Branch,SUV,Midsize
QR15592,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,1,2,Branch,Four-Door Car,Midsize
DX98298,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,4,Agent,Luxury,Small
TG68823,Arizona,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
WO78310,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Large
SC78905,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,3,Agent,Four-Door Car,Small
EL88957,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Midsize
SS54050,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small
ZV99487,Arizona,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
